"filename", "language", "Properties", "JSON with Comments", "Makefile", "Docker", "YAML", "Shell Script", "JavaScript", "CSS", "JSON", "Markdown", "JavaScript JSX", "XML", "comment", "blank", "total"
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-admin\users\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 7, 43
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-lecturer\error.js", "JavaScript", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 24
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-lecturer\layout.js", "JavaScript", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 5, 43
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-lecturer\loading.js", "JavaScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 4, 20
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-lecturer\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 7, 31
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-lecturer\payment\send\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 1, 8, 122
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-lecturer\payment\verify\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 1, 8, 37
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-manager\admin\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 8, 44
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-manager\company\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 8, 55
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-manager\error.js", "JavaScript", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 24
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-manager\layout.js", "JavaScript", 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 1, 2, 59
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-manager\loading.js", "JavaScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 4, 20
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-manager\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 26, 19, 59
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-manager\pricelist\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 8, 55
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-manager\regcompany\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 3, 21, 143
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-manager\region\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 6, 55
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-manager\school\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 5, 49
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-manager\users\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 7, 44
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-modir\error.js", "JavaScript", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 24
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-modir\layout.js", "JavaScript", 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 5, 76
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-modir\loading.js", "JavaScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 4, 20
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-modir\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 30, 20, 234
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-modir\uniform\company\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 3, 15
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-modir\uniform\contract\layout.js", "JavaScript", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 3, 8
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-modir\uniform\contract\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1223, 0, 0, 0, 0, 0, 50, 48, 1321
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-parent\company\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-parent\error.js", "JavaScript", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-parent\layout.js", "JavaScript", 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 1, 12, 70
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-parent\loading.js", "JavaScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 4, 20
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-parent\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 26, 19, 57
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\p-parent\school\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"d:\FrontHooks\Next-SabzLearn\anjoman\src\app\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 2, 9, 120
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\context\AppProviders.js", "JavaScript", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 3, 4, 41
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\context\UserProvider.js", "JavaScript", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 8, 62
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\ComboSearch.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 10, 5, 40
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\Footer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 3, 32
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\Map.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 4, 21, 112
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\Navbar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 185, 0, 2, 19, 206
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\Sidebar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 0, 5, 18, 161
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\SidebarItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 3, 7, 37
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\admin\AdminManager.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 537, 0, 43, 81, 661
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\company\CompanyManager.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 711, 0, 25, 80, 816
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\company\ExcelCompanyUploader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 464, 0, 4, 54, 522
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\contrct\AutoCompleteYear.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 8, 38
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\contrct\ContractList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 0, 2, 30, 214
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\contrct\ContractManager.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 615, 0, 23, 87, 725
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\contrct\ImageLoader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 3, 4, 56
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\contrct\ImageLoaderLecturer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 3, 4, 56
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\modir\ModirManager.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 488, 0, 41, 78, 607
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\pricelist\ExcelPriceListUploader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 461, 0, 4, 56, 521
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\pricelist\PriceListContract.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 273, 0, 5, 36, 314
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\pricelist\PriceListManager.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 589, 0, 22, 85, 696
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\region\ExcelRegionUploader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 467, 0, 4, 55, 526
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\region\RegionManager.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 534, 0, 20, 71, 625
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\swiper\SliderButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 4, 19
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\swiper\SwiperModule.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 4, 16, 142
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\swiper\SwiperText.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 10, 18, 136
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\unit\ExcelUnitUploader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 462, 0, 4, 51, 517
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\unit\ModirUnitAdmin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 711, 0, 27, 97, 835
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\unit\UnitCounter.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 2, 10
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\unit\UnitManager.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 652, 0, 20, 69, 741
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\uploader\ImageProfileUploader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 0, 39, 22, 249
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\uploader\ImageUploader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 0, 39, 22, 249
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\uploader\UploadHandler.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 199, 0, 18, 42, 259
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\uploader\UploaderS3.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 203, 0, 13, 39, 255
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\user\ImageLoaderCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 3, 5, 48
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\user\ImageLoaderProfile.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 3, 5, 48
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\user\UserAdminManager.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 533, 0, 26, 85, 644
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\module\user\UserManager.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 535, 0, 25, 83, 643
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\template\admin\AdminInformation.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 4, 25, 171
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\template\lecturer\ExamCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 1, 13, 87
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\template\lecturer\Lecturer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1625, 0, 207, 246, 2078
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\template\lecturer\LecturerManager.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 545, 0, 24, 81, 650
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\template\lecturer\PublicCondition.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 3, 24
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\template\login-register\Forgot.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 1, 10, 89
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\template\login-register\Login.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 8, 22, 201
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\template\login-register\Register.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 268, 0, 25, 45, 338
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\template\login-register\ResetPass.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 2, 16, 121
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\template\login-register\RoleSelection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 6, 12, 118
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\template\login-register\Sms.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 3, 14, 125
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\template\modir\ModirInformation.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 3, 23, 158
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\template\modir\Notification.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 2, 10, 62
"d:\FrontHooks\Next-SabzLearn\anjoman\src\components\template\modir\SchoolInformation.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 0, 2, 20, 199
"d:\FrontHooks\Next-SabzLearn\anjoman\src\data\slider-data.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 1, 38
"d:\FrontHooks\Next-SabzLearn\anjoman\src\middleware.js", "JavaScript", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 25, 13, 67
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\admin\adminRegion.js", "JavaScript", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 8, 2, 65
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\base\Degree.js", "JavaScript", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 3, 19
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\base\Field.js", "JavaScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 2, 19
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\base\Otp.js", "JavaScript", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 5, 30
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\base\Province.js", "JavaScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 3, 20
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\base\Region.js", "JavaScript", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 6, 5, 51
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\base\TestCenter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 3, 3, 41
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\base\Unit.js", "JavaScript", 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 9, 4, 124
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\base\User.js", "JavaScript", 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 3, 3, 51
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\company\company.js", "JavaScript", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 9, 6, 78
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\company\pricelist.js", "JavaScript", 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 8, 5, 72
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\company\regcompany.js", "JavaScript", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 5, 34
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\lecturer\lecturer.js", "JavaScript", 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 24, 6, 168
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\modiran\contract.js", "JavaScript", 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 9, 4, 94
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\modiran\modir.js", "JavaScript", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 8, 2, 52
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\modiran\modirUnit.js", "JavaScript", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 4, 7, 49
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\payment\payment.js", "JavaScript", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"d:\FrontHooks\Next-SabzLearn\anjoman\src\models\payment\token.js", "JavaScript", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 5, 27
"d:\FrontHooks\Next-SabzLearn\anjoman\src\style\404.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 9, 94
"d:\FrontHooks\Next-SabzLearn\anjoman\src\style\fonts.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 6, 20, 123
"d:\FrontHooks\Next-SabzLearn\anjoman\src\style\style.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 0, 3, 35, 215
"d:\FrontHooks\Next-SabzLearn\anjoman\src\utils\ScrollToTop.js", "JavaScript", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 8, 38
"d:\FrontHooks\Next-SabzLearn\anjoman\src\utils\aos.js", "JavaScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 4, 15
"d:\FrontHooks\Next-SabzLearn\anjoman\src\utils\auth.js", "JavaScript", 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 22, 22, 144
"d:\FrontHooks\Next-SabzLearn\anjoman\src\utils\authenticateMe.js", "JavaScript", 0, 0, 0, 0, 0, 0, 479, 0, 0, 0, 0, 0, 49, 78, 606
"d:\FrontHooks\Next-SabzLearn\anjoman\src\utils\constants.js", "JavaScript", 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 41, 7, 121
"d:\FrontHooks\Next-SabzLearn\anjoman\src\utils\convertnumtopersian.js", "JavaScript", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 10, 18, 63
"d:\FrontHooks\Next-SabzLearn\anjoman\src\utils\db.js", "JavaScript", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 7, 32
"d:\FrontHooks\Next-SabzLearn\anjoman\src\utils\icon.js", "JavaScript", 0, 0, 0, 0, 0, 0, 389, 0, 0, 0, 0, 0, 0, 16, 405
"d:\FrontHooks\Next-SabzLearn\anjoman\src\utils\random.js", "JavaScript", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3
"d:\FrontHooks\Next-SabzLearn\anjoman\src\utils\resetPassword.js", "JavaScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 6, 30
"d:\FrontHooks\Next-SabzLearn\anjoman\src\utils\tripleSwitch.js", "JavaScript", 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 1, 12, 139
"d:\FrontHooks\Next-SabzLearn\anjoman\src\utils\uploader.js", "JavaScript", 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 4, 11, 71
"d:\FrontHooks\Next-SabzLearn\anjoman\tailwind.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 7, 4, 57
"d:\FrontHooks\Next-SabzLearn\anjoman\update.sh", "Shell Script", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2
"Total", "-", 33, 7, 2, 10, 21, 1, 11008, 487, 7958, 23, 13537, 6, 1649, 3405, 38147